Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2	PxK_sample_type
SRX15693932	SRR19644241	2022-06-28 14:18:34	2022-06-13 19:23:28	21005651	4243141502	21005651	202	1280		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19644/SRR19644241/SRR19644241.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390332	SAMN29018401	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240226							no					GEO	SRA1436942		public	035F647F09287BF8C1D4E4956BAF574A	C774E90D688EA0BC1E5F12AC40FBB716			
SRX15693933	SRR19644242	2022-06-28 14:18:34	2022-06-13 19:27:28	23857909	4819297618	23857909	202	1483		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR019/19644/SRR19644242/SRR19644242.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390334	SAMN29018403	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240227							no					GEO	SRA1436942		public	9ED2B71DCD2360FD26714CA8F58B2458	FCAD70D50C174F13359E8725FE4A97C8			
SRX15693934	SRR19644243	2022-06-28 14:18:34	2022-06-13 19:27:37	23118026	4669841252	23118026	202	1422		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19644/SRR19644243/SRR19644243.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390335	SAMN29018404	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240228							no					GEO	SRA1436942		public	C7D3B32C1ACC3D9931E3E11AF50F51A1	5ACBD4EC20E739D4C75B7435CADD38A9			
SRX15693935	SRR19644244	2022-06-28 14:18:34	2022-06-13 19:20:21	13341741	2695031682	13341741	202	819		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR019/19644/SRR19644244/SRR19644244.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390336	SAMN29018397	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240229							no					GEO	SRA1436942		public	A575F4C958F63AF63962164B6F85463F	9D5AE0B6B7731430175C554FBD0DEAA1			
SRX15693936	SRR19644245	2022-06-28 14:18:34	2022-06-13 19:34:46	30360594	6132839988	30360594	202	1872		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR019/19644/SRR19644245/SRR19644245.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390337	SAMN29018399	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240230							no					GEO	SRA1436942		public	1833FE6A887D17F9CCE0270BD606AA15	518A8F5D05BA180AFEAAA1EC3BCC40B1			
SRX15693937	SRR19644246	2022-06-28 14:18:34	2022-06-13 19:25:07	14826159	2994884118	14826159	202	907		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19644/SRR19644246/SRR19644246.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390338	SAMN29018406	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240231							no					GEO	SRA1436942		public	6C42097080E6CF649417C942939640CD	F975D69CA29B978263C72D3AAA6BD83C			
SRX15693938	SRR19644247	2022-06-28 14:18:34	2022-06-13 19:28:42	12973748	2620697096	12973748	202	804		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR019/19644/SRR19644247/SRR19644247.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390339	SAMN29018408	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240232							no					GEO	SRA1436942		public	E889EC0D7FBA66AB78FFB9B5A883ACAF	64CF7F5947C0ACA099922D637D0DCAF2			
SRX15693939	SRR19644248	2022-06-28 14:18:34	2022-06-13 19:41:15	45932544	9278373888	45932544	202	2732		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19644/SRR19644248/SRR19644248.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390340	SAMN29018410	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240233							no					GEO	SRA1436942		public	7B1B392F3AFFF8685E21FD442E0EEB1C	94003795FC4F60B9C6CCFE4399039C5B			
SRX15693940	SRR19644249	2022-06-28 14:18:34	2022-06-13 19:21:59	16487080	3330390160	16487080	202	1013		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19644/SRR19644249/SRR19644249.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390341	SAMN29018412	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240234							no					GEO	SRA1436942		public	E9D5764DC745C0949F5C318F14E4BC89	581A3B66FC8A5F873C7BEBDD51E0C1AE			
SRX15693941	SRR19644250	2022-06-28 14:18:34	2022-06-13 19:22:53	14973494	3024645788	0	202	933		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19644/SRR19644250/SRR19644250.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390342	SAMN29018414	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240235							no					GEO	SRA1436942		public	236BE2C9370BD77DB08A51B6DBF7149A	163996C77382043FF17C908CB05E84E7			
SRX15693942	SRR19644251	2022-06-28 14:18:34	2022-06-13 19:37:01	34778379	7025232558	34778379	202	2077		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19644/SRR19644251/SRR19644251.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390343	SAMN29018417	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240236							no					GEO	SRA1436942		public	7B551BD8B07D88E2CD06E1F9C8B932F0	786224DC5203B91E58B55CC0806E58C6			
SRX15693943	SRR19644252	2022-06-28 14:18:34	2022-06-13 19:35:03	24378521	4924461242	24378521	202	1453		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR019/19644/SRR19644252/SRR19644252.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390344	SAMN29018419	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240237							no					GEO	SRA1436942		public	964B96C703F446B469D55FE4F1FE5622	C1285F68FC683448D69AB5975CFCEDD1			
SRX15693944	SRR19644253	2022-06-28 14:18:34	2022-06-13 19:28:20	32165551	6497441302	32165551	202	1925		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19644/SRR19644253/SRR19644253.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390345	SAMN29018421	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240238							no					GEO	SRA1436942		public	7F95417077097EE3FD2AFFE5FB18242D	7E7F9666B53F9414A1D4BE2BF828BEA8			
SRX15693945	SRR19644254	2022-06-28 14:18:34	2022-06-13 19:27:59	17946065	3625105130	17946065	202	1072		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19644/SRR19644254/SRR19644254.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390347	SAMN29018423	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240239							no					GEO	SRA1436942		public	44BEA7E73D9303E8C1640601B0178FC5	1C7C67831A0F508AAB5DC4163DE6AFD6			
SRX15693946	SRR19644255	2022-06-28 14:18:34	2022-06-13 19:34:37	38858263	7849369126	0	202	2376		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19644/SRR19644255/SRR19644255.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390346	SAMN29018425	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240240							no					GEO	SRA1436942		public	2AD58FD00429732F2AD36624EF8C954E	B174C8D5DADF70BBBFF3772783CB1F4A			
SRX15693947	SRR19644256	2022-06-28 14:18:34	2022-06-13 19:23:35	18885806	3814932812	18885806	202	1158		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19644/SRR19644256/SRR19644256.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390349	SAMN29018427	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240241							no					GEO	SRA1436942		public	280FD3C4853884C5DB872E44216F5C83	67DA4326F2404A18772280DC37637873			
SRX15693948	SRR19644257	2022-06-28 14:18:34	2022-06-13 19:23:37	24958273	5041571146	24958273	202	1507		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19644/SRR19644257/SRR19644257.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390348	SAMN29018429	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240242							no					GEO	SRA1436942		public	D3579A8D6ECD2C1446F32BC928998291	B0589299228954BAF7CC1E7BF397D89B			
SRX15693949	SRR19644258	2022-06-28 14:18:34	2022-06-13 19:25:14	19184547	3875278494	19184547	202	1176		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19644/SRR19644258/SRR19644258.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390350	SAMN29018431	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240243							no					GEO	SRA1436942		public	F406826E9351126FBF96263B0A56BFE0	6D063C072E607FA113D8D60E89C573B6			
SRX15693950	SRR19644259	2022-06-28 14:18:34	2022-06-13 19:20:43	14641986	2957681172	14641986	202	895		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19644/SRR19644259/SRR19644259.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390351	SAMN29018433	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240244							no					GEO	SRA1436942		public	BFDF2B97FCEBAA9AA1DD6BD7FA3FFDD4	7760071A578A57DC3BC551D5C3E0C09A			
SRX15693951	SRR19644260	2022-06-28 14:18:34	2022-06-13 19:36:26	25150416	5080384032	25150416	202	1546		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19644/SRR19644260/SRR19644260.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390352	SAMN29018435	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240245							no					GEO	SRA1436942		public	5CD999F17EDAC1DE8B99DDD7A019948D	773D64696B96138AA43F7803E06C521E			
SRX15693952	SRR19644261	2022-06-28 14:18:34	2022-06-13 19:24:38	19305434	3899697668	19305434	202	1175		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19644/SRR19644261/SRR19644261.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390353	SAMN29018437	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240246							no					GEO	SRA1436942		public	549FCE06968E7715AFD1BF22788ABE40	4A318738663DFF80A6D56F5629764027			
SRX15693953	SRR19644262	2022-06-28 14:18:34	2022-06-13 19:25:57	20569356	4155009912	20569356	202	1254		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR019/19644/SRR19644262/SRR19644262.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390354	SAMN29018439	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240247							no					GEO	SRA1436942		public	30407E5B97E3693851D6B7DF041642AA	0A1D0444B4E82F0E1E294D3BD5187A2A			
SRX15693954	SRR19643927	2022-06-28 14:18:34	2022-06-13 19:20:45	13044725	2635034450	13044725	202	780		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19643/SRR19643927/SRR19643927.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390355	SAMN29019005	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240320							no					GEO	SRA1436942		public	990CC754991B5A5D8BA95D274DA55168	554833DE263D28BB56F94612EA626FC1			
SRX15693955	SRR19643928	2022-06-28 14:18:34	2022-06-13 19:17:46	17983452	3632657304	0	202	1076		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR019/19643/SRR19643928/SRR19643928.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390356	SAMN29019006	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240321							no					GEO	SRA1436942		public	C25A346FE9790E7A8A319356E810F362	5D5CB76ED1FDE0623C08C4AD9264D4FB			
SRX15693956	SRR19643929	2022-06-28 14:18:34	2022-06-13 19:20:31	20283264	4097219328	20283264	202	1210		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19643/SRR19643929/SRR19643929.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390357	SAMN29019007	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240322							no					GEO	SRA1436942		public	389FA33F6F7BDE47E18A29FB5BF5F6C5	47CFDC6E77B9F6672853AD880668D09F			
SRX15693957	SRR19643930	2022-06-28 14:18:34	2022-06-13 19:42:23	33603501	6787907202	33603501	202	2112		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19643/SRR19643930/SRR19643930.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390359	SAMN29019008	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240323							no					GEO	SRA1436942		public	B1A00349E11A001174B448AF850DC58F	9600421E9580EBCAAC24E0030B8A4E58			
SRX15693916	SRR19643640	2022-06-28 14:18:33	2022-06-13 19:15:00	13638328	2754942256	13638328	202	826		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19643/SRR19643640/SRR19643640.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390317	SAMN29018188	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240138							no					GEO	SRA1436942		public	469E4CA4BC6EE9DE191573643A0EAF26	429D301B4BB33FF12E8CB57855944048			
SRX15693917	SRR19643641	2022-06-28 14:18:33	2022-06-13 19:25:58	41817390	8447112780	0	202	2631		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR019/19643/SRR19643641/SRR19643641.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390318	SAMN29018185	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240139							no					GEO	SRA1436942		public	8FFE301C29C3B2ACA99657B9E80029A8	9C61984235118307EA249B4DE05A5534			
SRX15693918	SRR19643642	2022-06-28 14:18:33	2022-06-13 19:40:27	34989314	7067841428	34989314	202	2205		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19643/SRR19643642/SRR19643642.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390319	SAMN29018186	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240140							no					GEO	SRA1436942		public	261E940EC295632C95064E8F5F9B7C5B	09CB2076B6C067B3B1CFED14EE36B03E			
SRX15693919	SRR19643643	2022-06-28 14:18:33	2022-06-13 19:37:25	20238711	4088219622	20238711	202	1273		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19643/SRR19643643/SRR19643643.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390320	SAMN29018187	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240141							no					GEO	SRA1436942		public	49F48E10A7EA16097885DCC81F7F000A	B3A1FE2F6636A29D0C891211B6CEE935			
SRX15693920	SRR19643645	2022-06-28 14:18:33	2022-06-13 19:21:31	18280291	3692618782	18280291	202	1152		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19643/SRR19643645/SRR19643645.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390321	SAMN29018189	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240142							no					GEO	SRA1436942		public	532886DCADA404E8CF3B729732FFD6B4	3287220ADFD40AD2D38E7252810AF977			
SRX15693921	SRR19643646	2022-06-28 14:18:33	2022-06-13 19:13:11	19970688	4034078976	19970688	202	1270		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19643/SRR19643646/SRR19643646.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP379978	PRJNA848841		848841	SRS13390323	SAMN29018190	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM6240143							no					GEO	SRA1436942		public	168941113E0F9A97A2F7C4510FA8FB6D	DE26F1DFBA4B9CD58834ABA4AC01B7C3			
