Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2	PxK_sample_type
SRX23378998	SRR27712592	2024-10-25 0:47:16	2024-01-24 13:08:55	12095056	3652706912	12095056	302	1051		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR027/27712/SRR27712592/SRR27712592.lite.1	HDA2	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP485650	PRJNA1067568		1067568	SRS20240880	SAMN39531207	simple	511145	Escherichia coli str. K-12 substr. MG1655	Ctrl2							no					CHINESE ACADEMY OF AGRICULTURAL SCIENCES	SRA1791002		public	4EE695BA30A0EA7E78320CBEC7AA3DFE	F5CBB0427E79EF288F58722C9DB8B663			
SRX23378999	SRR27712591	2024-10-25 0:47:16	2024-01-24 13:10:14	13752332	4153204264	13752332	302	1194		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR027/27712/SRR27712591/SRR27712591.lite.1	HDA3	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP485650	PRJNA1067568		1067568	SRS20240879	SAMN39531208	simple	511145	Escherichia coli str. K-12 substr. MG1655	Ctrl3							no					CHINESE ACADEMY OF AGRICULTURAL SCIENCES	SRA1791002		public	7051E0761B639C2D23B1CC4026BA029D	3353BA68851761CBEDDAFD715B5E7F07			
SRX23379000	SRR27712590	2024-10-25 0:47:16	2024-01-24 13:07:50	12799887	3865565874	12799887	302	1112		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR027/27712/SRR27712590/SRR27712590.lite.1	HDA4	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP485650	PRJNA1067568		1067568	SRS20240881	SAMN39531209	simple	511145	Escherichia coli str. K-12 substr. MG1655	2mM1							no					CHINESE ACADEMY OF AGRICULTURAL SCIENCES	SRA1791002		public	C2908B5669E50D3C598C971FBC5FFBD4	0F1205B5A262C570048F28FFB260B091			
SRX23379001	SRR27712589	2024-10-25 0:47:16	2024-01-24 13:10:00	12554922	3791586444	12554922	302	1088		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR027/27712/SRR27712589/SRR27712589.lite.1	HDA5	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP485650	PRJNA1067568		1067568	SRS20240883	SAMN39531210	simple	511145	Escherichia coli str. K-12 substr. MG1655	2mM2							no					CHINESE ACADEMY OF AGRICULTURAL SCIENCES	SRA1791002		public	B349A05FA82B6E87ABE6F307FA7D8FE7	26E9E6F2138F40A84A5A599B355A920F			
SRX23379005	SRR27712585	2024-10-25 0:47:16	2024-01-24 13:10:34	12767148	3855678696	12767148	302	1108		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR027/27712/SRR27712585/SRR27712585.lite.1	HDA9	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP485650	PRJNA1067568		1067568	SRS20240884	SAMN39531214	simple	511145	Escherichia coli str. K-12 substr. MG1655	13mM3							no					CHINESE ACADEMY OF AGRICULTURAL SCIENCES	SRA1791002		public	E596F59D8B151F8C996E00DD0D41D83C	C743B53C21E66C3A5FF67E53C5E24A7B			
SRX21003319	SRR25257320	2024-10-01 2:06:57	2023-07-13 9:36:37	9624791	2887437300	9624791	300	893		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25257/SRR25257320/SRR25257320.lite.1	sample4	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP449289	PRJNA992393		992393	SRS18276441	SAMN36348408	simple	511145	Escherichia coli str. K-12 substr. MG1655	231T							no					NANKAI UNIVERSITY	SRA1672119		public	1D5D61DDADC33275DE504F16C15A6077	D157F82C4409E4DB1278ED0A0EBA0C9C			
SRX21003316	SRR25257323	2024-10-01 2:06:56	2023-07-13 9:38:46	8224045	2467213500	8224045	300	771		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25257/SRR25257323/SRR25257323.lite.1	sample1	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP449289	PRJNA992393		992393	SRS18276441	SAMN36348408	simple	511145	Escherichia coli str. K-12 substr. MG1655	231T							no					NANKAI UNIVERSITY	SRA1672119		public	FBB89E767DC5F312D2B27038B5D20AAE	9BDADE11D28E2390C636D4D9BDCD1404			
SRX21003317	SRR25257322	2024-10-01 2:06:56	2023-07-13 9:38:40	7271594	2181478200	7271594	300	704		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25257/SRR25257322/SRR25257322.lite.1	sample2	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP449289	PRJNA992393		992393	SRS18276441	SAMN36348408	simple	511145	Escherichia coli str. K-12 substr. MG1655	231T							no					NANKAI UNIVERSITY	SRA1672119		public	0CFD40A9B04B5B159E05861C39552274	170F8822A7E65AD7E0EC6A5A89A9A632			
SRX21003318	SRR25257321	2024-10-01 2:06:56	2023-07-13 9:39:08	8923838	2677151400	8923838	300	870		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25257/SRR25257321/SRR25257321.lite.1	sample3	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP449289	PRJNA992393		992393	SRS18276441	SAMN36348408	simple	511145	Escherichia coli str. K-12 substr. MG1655	231T							no					NANKAI UNIVERSITY	SRA1672119		public	EAE33D98BEEB1E1AE917669099430FD1	A18C866397C71A19896EAE28522F63D9			
SRX21003320	SRR25257319	2024-10-01 2:06:56	2023-07-13 9:36:24	8912671	2673801300	8912671	300	869		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25257/SRR25257319/SRR25257319.lite.1	sample5	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP449289	PRJNA992393		992393	SRS18276441	SAMN36348408	simple	511145	Escherichia coli str. K-12 substr. MG1655	231T							no					NANKAI UNIVERSITY	SRA1672119		public	9CC2EA0F2FBC5D459020DA35A177549C	9A2A50EF789DA783C70B113452D89B81			
SRX21003321	SRR25257318	2024-10-01 2:06:56	2023-07-13 9:37:16	8965953	2689785900	8965953	300	873		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25257/SRR25257318/SRR25257318.lite.1	sample6	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP449289	PRJNA992393		992393	SRS18276441	SAMN36348408	simple	511145	Escherichia coli str. K-12 substr. MG1655	231T							no					NANKAI UNIVERSITY	SRA1672119		public	CBB92ABAA48BA01AB25C3157A5C0C705	1676B9607AE1F22FF54437F08D6BB906			
SRX21003322	SRR25257317	2024-10-01 2:06:56	2023-07-13 9:38:19	8136082	2440824600	8136082	300	788		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25257/SRR25257317/SRR25257317.lite.1	sample7	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP449289	PRJNA992393		992393	SRS18276441	SAMN36348408	simple	511145	Escherichia coli str. K-12 substr. MG1655	231T							no					NANKAI UNIVERSITY	SRA1672119		public	80A415E50D966B186CEAB8F51DE28CFA	132A1CA0A25735905A77E510168FBF3D			
SRX21003323	SRR25257316	2024-10-01 2:06:56	2023-07-13 9:37:00	8671419	2601425700	8671419	300	844		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25257/SRR25257316/SRR25257316.lite.1	sample8	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP449289	PRJNA992393		992393	SRS18276441	SAMN36348408	simple	511145	Escherichia coli str. K-12 substr. MG1655	231T							no					NANKAI UNIVERSITY	SRA1672119		public	584C7C9D9BB948F046A5905F4CAE757C	9D3D031BE55170B0E7FC412911308508			
SRX21003324	SRR25257315	2024-10-01 2:06:56	2023-07-13 9:35:14	8508920	2552676000	8508920	300	821		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25257/SRR25257315/SRR25257315.lite.1	sample9	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP449289	PRJNA992393		992393	SRS18276441	SAMN36348408	simple	511145	Escherichia coli str. K-12 substr. MG1655	231T							no					NANKAI UNIVERSITY	SRA1672119		public	ADAAD1E011B4C3917D68754B00A8384D	F3E1C456BD671976C5D8C83BD40F6BD4			
SRX23384789	SRR27718755	2024-09-15 15:17:34	2024-01-24 20:48:08	3945303	1183590900	3945303	300	382		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27718/SRR27718755/SRR27718755.lite.1	GSM8035292	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP485766	PRJNA1068663		1068663	SRS20246262	SAMN39600369	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8035292							no					??????	SRA1791296		public	9466337C2D1B9B132C44571AEFAE510D	3587BBC64CA38B0772248D0894B4390C			
SRX23384790	SRR27718754	2024-09-15 15:17:34	2024-01-24 20:49:16	3899220	1169766000	3899220	300	375		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27718/SRR27718754/SRR27718754.lite.1	GSM8035293	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP485766	PRJNA1068663		1068663	SRS20246263	SAMN39600368	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8035293							no					??????	SRA1791296		public	94B1CA405B90568225943A4A276D3BE5	D37BEB10170BE188FA6896BCF346368C			
SRX23384791	SRR27718753	2024-09-15 15:17:34	2024-01-24 20:46:28	3257251	977175300	3257251	300	316		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27718/SRR27718753/SRR27718753.lite.1	GSM8035294	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP485766	PRJNA1068663		1068663	SRS20246264	SAMN39600367	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8035294							no					??????	SRA1791296		public	FB28367D959793D1AC5B5704E5959D2D	A6E6079E06DB90493ADA68B69A694117			
SRX23384792	SRR27718752	2024-09-15 15:17:34	2024-01-24 20:46:34	4068272	1220481600	4068272	300	396		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27718/SRR27718752/SRR27718752.lite.1	GSM8035295	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP485766	PRJNA1068663		1068663	SRS20246267	SAMN39600366	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8035295							no					??????	SRA1791296		public	1DF01E35F6F88642E1BCAD1D59B4566C	3A12D221DA04FF1A0DD9CE4773D6BC9B			
SRX23384793	SRR27718751	2024-09-15 15:17:34	2024-01-24 20:46:34	4192844	1257853200	4192844	300	407		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27718/SRR27718751/SRR27718751.lite.1	GSM8035296	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP485766	PRJNA1068663		1068663	SRS20246266	SAMN39600365	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8035296							no					??????	SRA1791296		public	155CD8E1AEE53195070AD7199A8350A8	92B8D47D5582D7E9DAAE5C3ECF1EEE64			
SRX23384794	SRR27718750	2024-09-15 15:17:34	2024-01-24 20:46:35	4436750	1331025000	4436750	300	428		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27718/SRR27718750/SRR27718750.lite.1	GSM8035297	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP485766	PRJNA1068663		1068663	SRS20246265	SAMN39600364	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8035297							no					??????	SRA1791296		public	85F13BFB97B8672F4B699CAF59FD4410	FF53FE61D671ABAF4D58EF4F5D9C4E4D			
SRX23386169	SRR27720138	2024-09-15 15:11:35	2024-01-24 21:57:33	5012313	1503693900	5012313	300	481		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27720/SRR27720138/SRR27720138.lite.1	GSM8035281	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP485784	PRJNA1068662		1068662	SRS20247632	SAMN39602186	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8035281							no					??????	SRA1791376		public	04AFED2C64FE1F9E6EF29A588D9B7574	80D495AA5D463273890F1DC383420B2B			
SRX23386170	SRR27720137	2024-09-15 15:11:35	2024-01-24 21:56:47	4181845	1254553500	4181845	300	401		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27720/SRR27720137/SRR27720137.lite.1	GSM8035282	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP485784	PRJNA1068662		1068662	SRS20247633	SAMN39602185	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8035282							no					??????	SRA1791376		public	60BCEE25C50823FEA3D3B3CB6D6A3BAD	5F2EA660757C9FB9FAF1507D3242861B			
SRX23386171	SRR27720136	2024-09-15 15:11:35	2024-01-24 21:57:52	4864750	1459425000	4864750	300	475		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27720/SRR27720136/SRR27720136.lite.1	GSM8035283	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP485784	PRJNA1068662		1068662	SRS20247636	SAMN39602184	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8035283							no					??????	SRA1791376		public	2A5DB4C2C1A04BC5DED8B5E1FF9606E5	2EC0243D7BEAE0D0E62CDF6CDCB26372			
SRX23386172	SRR27720135	2024-09-15 15:11:35	2024-01-24 21:57:27	3477969	1043390700	3477969	300	330		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27720/SRR27720135/SRR27720135.lite.1	GSM8035284	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP485784	PRJNA1068662		1068662	SRS20247634	SAMN39602183	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8035284							no					??????	SRA1791376		public	DA62EEA49DDCBD543219B5E5AD927A3E	F6ADF35EBCE239EC5E813AF19BB03D77			
SRX23386173	SRR27720134	2024-09-15 15:11:35	2024-01-24 21:56:50	3332701	999810300	3332701	300	321		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27720/SRR27720134/SRR27720134.lite.1	GSM8035285	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP485784	PRJNA1068662		1068662	SRS20247635	SAMN39602182	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8035285							no					??????	SRA1791376		public	C20F1F83AB2CCCD613A0F6E8408C9BE8	3B7AD6D9CC51633ABDC862A4979A5509			
SRX23386168	SRR27720139	2024-09-15 15:11:34	2024-01-24 21:57:08	3383310	1014993000	3383310	300	330		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR027/27720/SRR27720139/SRR27720139.lite.1	GSM8035280	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP485784	PRJNA1068662		1068662	SRS20247631	SAMN39602187	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM8035280							no					??????	SRA1791376		public	1223FBE92889E09766CA632531716557	F7ADC904F8A0AE6A5C20A774C14C5F36			
SRX26041817	SRR30619530	2024-09-10 11:49:03	2024-09-10 11:29:38	10605529	3202869758	10605529	302	997		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR030/30619/SRR30619530/SRR30619530.lite.1	crlRNAs of I-C CRISPR-Cas	RNA-Seq	size fractionation	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiScanSQ	SRP531834	PRJNA1159167		1159167	SRS22613041	SAMN43562582	simple	511145	Escherichia coli str. K-12 substr. MG1655	crlRNAs of I-C CRISPR-Cas for regulating diverse immune systems							no					INSTITUTE OF MICROBIOLOGY, CHINESE ACADEMY OF SCIENCES	SRA1967804		public	E6840248AF069D97C71C58B4A5E66E44	0F1661CFB83D569A54F180B5EAF3B59A			
SRX25049927	SRR29542543	2024-08-26 12:22:30	2024-06-25 16:30:22	14320592	4238190970	14320592	295	1324		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29542/SRR29542543/SRR29542543.lite.1	wt rep1	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq X	SRP515957	PRJNA1126438		1126438	SRS21747074	SAMN41997063	simple	511145	Escherichia coli str. K-12 substr. MG1655	wt_rep1							no					ETH ZURICH	SRA1908177		public	B50089FE92AD21C99FDA70BC0A3217E2	27CCE7BF52B6FD0892508FE81200727F			
SRX25049928	SRR29542542	2024-08-26 12:22:30	2024-06-25 16:30:27	10583766	3131100216	10583766	295	974		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29542/SRR29542542/SRR29542542.lite.1	wt rep2	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq X	SRP515957	PRJNA1126438		1126438	SRS21747073	SAMN41997064	simple	511145	Escherichia coli str. K-12 substr. MG1655	wt_rep2							no					ETH ZURICH	SRA1908177		public	48A0857D637BA0A38FCD1D36D18F343C	E96DE49D687C29A20BB23B3E3FF26BF7			
